3s440:Recv Packet, 1, -41
3s839:Recv Packet, 1, -41
4s239:Recv Packet, 1, -41
4s638:Recv Packet, 1, -42
5s038:Recv Packet, 1, -41
5s437:Recv Packet, 1, -42
5s836:Recv Packet, 1, -46
6s236:Recv Packet, 1, -40
6s635:Recv Packet, 1, -39
7s035:Recv Packet, 1, -39
7s434:Recv Packet, 1, -40
7s833:Recv Packet, 1, -39
8s233:Recv Packet, 1, -39
8s632:Recv Packet, 1, -39
9s032:Recv Packet, 1, -39
9s431:Recv Packet, 1, -39
9s831:Recv Packet, 1, -39
10s230:Recv Packet, 1, -39
10s629:Recv Packet, 1, -39
11s029:Recv Packet, 1, -39
11s428:Recv Packet, 1, -39
11s828:Recv Packet, 1, -39
12s227:Recv Packet, 1, -39
12s626:Recv Packet, 1, -39
13s026:Recv Packet, 1, -39
13s425:Recv Packet, 1, -39
13s825:Recv Packet, 1, -39
14s224:Recv Packet, 1, -39
14s624:Recv Packet, 1, -38
15s023:Recv Packet, 1, -39
15s422:Recv Packet, 1, -39
15s822:Recv Packet, 1, -39
16s221:Recv Packet, 1, -39
16s621:Recv Packet, 1, -39
17s020:Recv Packet, 1, -39
17s419:Recv Packet, 1, -39
17s819:Recv Packet, 1, -39
18s218:Recv Packet, 1, -39
18s618:Recv Packet, 1, -39
19s017:Recv Packet, 1, -39
19s416:Recv Packet, 1, -39
19s816:Recv Packet, 1, -39
20s215:Recv Packet, 1, -39
20s615:Recv Packet, 1, -39
21s014:Recv Packet, 1, -39
21s414:Recv Packet, 1, -39
21s813:Recv Packet, 1, -39
22s212:Recv Packet, 1, -39
22s612:Recv Packet, 1, -39
23s011:Recv Packet, 1, -38
23s411:Recv Packet, 1, -39
23s810:Recv Packet, 1, -39
24s209:Recv Packet, 1, -39
24s609:Recv Packet, 1, -39
25s008:Recv Packet, 1, -39
25s408:Recv Packet, 1, -39
25s807:Recv Packet, 1, -39
26s207:Recv Packet, 1, -38
26s606:Recv Packet, 1, -37
27s005:Recv Packet, 1, -38
27s405:Recv Packet, 1, -38
27s804:Recv Packet, 1, -38
28s204:Recv Packet, 1, -38
28s603:Recv Packet, 1, -39
29s002:Recv Packet, 1, -39
29s402:Recv Packet, 1, -39
29s801:Recv Packet, 1, -39
30s201:Recv Packet, 1, -39
30s600:Recv Packet, 1, -39
31s000:Recv Packet, 1, -39
31s399:Recv Packet, 1, -39
31s798:Recv Packet, 1, -39
32s198:Recv Packet, 1, -39
32s597:Recv Packet, 1, -39
32s997:Recv Packet, 1, -39
33s396:Recv Packet, 1, -39
33s795:Recv Packet, 1, -38
34s195:Recv Packet, 1, -39
34s594:Recv Packet, 1, -39
34s994:Recv Packet, 1, -39
35s393:Recv Packet, 1, -39
35s792:Recv Packet, 1, -39
36s192:Recv Packet, 1, -39
36s591:Recv Packet, 1, -39
36s991:Recv Packet, 1, -40
37s390:Recv Packet, 1, -39
37s790:Recv Packet, 1, -39
38s189:Recv Packet, 1, -39
38s588:Recv Packet, 1, -39
38s988:Recv Packet, 1, -40
39s387:Recv Packet, 1, -40
39s787:Recv Packet, 1, -40
40s186:Recv Packet, 1, -40
40s585:Recv Packet, 1, -40
40s985:Recv Packet, 1, -39
41s384:Recv Packet, 1, -39
41s784:Recv Packet, 1, -39
42s183:Recv Packet, 1, -39
42s583:Recv Packet, 1, -40
42s982:Recv Packet, 1, -40
43s381:Recv Packet, 1, -40
43s781:Recv Packet, 1, -40
44s180:Recv Packet, 1, -40
44s580:Recv Packet, 1, -40
44s979:Recv Packet, 1, -39
45s378:Recv Packet, 1, -40
45s778:Recv Packet, 1, -40
46s177:Recv Packet, 1, -39
46s577:Recv Packet, 1, -40
46s976:Recv Packet, 1, -40
47s375:Recv Packet, 1, -39
47s775:Recv Packet, 1, -39
48s174:Recv Packet, 1, -40
48s574:Recv Packet, 1, -40
48s973:Recv Packet, 1, -39
49s373:Recv Packet, 1, -39
49s772:Recv Packet, 1, -39
50s171:Recv Packet, 1, -38
50s571:Recv Packet, 1, -39
50s970:Recv Packet, 1, -39
51s370:Recv Packet, 1, -39
51s769:Recv Packet, 1, -39
52s168:Recv Packet, 1, -39
52s568:Recv Packet, 1, -39
52s967:Recv Packet, 1, -39
53s367:Recv Packet, 1, -39
53s766:Recv Packet, 1, -39
54s166:Recv Packet, 1, -39
54s565:Recv Packet, 1, -39
54s964:Recv Packet, 1, -40
55s364:Recv Packet, 1, -40
55s763:Recv Packet, 1, -39
56s163:Recv Packet, 1, -39
56s562:Recv Packet, 1, -39
56s961:Recv Packet, 1, -39
57s361:Recv Packet, 1, -39
57s760:Recv Packet, 1, -39
58s160:Recv Packet, 1, -40
58s559:Recv Packet, 1, -39
58s958:Recv Packet, 1, -39
59s358:Recv Packet, 1, -39
59s757:Recv Packet, 1, -39
60s157:Recv Packet, 1, -38
60s556:Recv Packet, 1, -39
60s956:Recv Packet, 1, -39
61s355:Recv Packet, 1, -39
61s754:Recv Packet, 1, -39
62s154:Recv Packet, 1, -39
62s553:Recv Packet, 1, -39
62s953:Recv Packet, 1, -39
