2s059:, TX, Ping, 1, 2,,
2s092:, RX, AnchorResponse, B, 2, -63
2s125:, TX, Ack, B, 2,,
2s157:, RX, AnchorResponse, C, 2, -73
2s189:, TX, Ack, C, 2,,
2s222:, RX, AnchorResponse, A, 2, -76
2s253:, TX, Ack, A, 2,,
3s059:, TX, Ping, 1, 3,,
3s092:, RX, AnchorResponse, B, 3, -62
3s125:, TX, Ack, B, 3,,
3s157:, RX, AnchorResponse, A, 3, -75
3s189:, TX, Ack, A, 3,,
3s222:, RX, AnchorResponse, C, 3, -79
3s253:, TX, Ack, C, 3,,
4s059:, TX, Ping, 1, 4,,
4s092:, RX, AnchorResponse, B, 4, -62
4s125:, TX, Ack, B, 4,,
4s157:, RX, AnchorResponse, C, 4, -73
4s189:, TX, Ack, C, 4,,
4s222:, RX, AnchorResponse, A, 4, -78
4s253:, TX, Ack, A, 4,,
5s059:, TX, Ping, 1, 5,,
5s092:, RX, AnchorResponse, B, 5, -62
5s125:, TX, Ack, B, 5,,
5s157:, RX, AnchorResponse, C, 5, -73
5s189:, TX, Ack, C, 5,,
5s222:, RX, AnchorResponse, A, 5, -82
5s253:, TX, Ack, A, 5,,
6s059:, TX, Ping, 1, 6,,
6s092:, RX, AnchorResponse, B, 6, -61
6s125:, TX, Ack, B, 6,,
6s157:, RX, AnchorResponse, C, 6, -72
6s189:, TX, Ack, C, 6,,
6s222:, RX, AnchorResponse, A, 6, -80
6s253:, TX, Ack, A, 6,,
7s059:, TX, Ping, 1, 7,,
7s092:, RX, AnchorResponse, B, 7, -61
7s125:, TX, Ack, B, 7,,
7s157:, RX, AnchorResponse, C, 7, -77
7s189:, TX, Ack, C, 7,,
7s222:, RX, AnchorResponse, A, 7, -81
7s253:, TX, Ack, A, 7,,
8s059:, TX, Ping, 1, 8,,
8s092:, RX, AnchorResponse, B, 8, -59
8s125:, TX, Ack, B, 8,,
8s157:, RX, AnchorResponse, C, 8, -75
8s189:, TX, Ack, C, 8,,
8s222:, RX, AnchorResponse, A, 8, -77
8s253:, TX, Ack, A, 8,,
9s059:, TX, Ping, 1, 9,,
9s092:, RX, AnchorResponse, B, 9, -61
9s125:, TX, Ack, B, 9,,
9s157:, RX, AnchorResponse, C, 9, -73
9s189:, TX, Ack, C, 9,,
9s222:, RX, AnchorResponse, A, 9, -78
9s253:, TX, Ack, A, 9,,
10s059:, TX, Ping, 1, 10,,
10s092:, RX, AnchorResponse, B, 10, -62
10s125:, TX, Ack, B, 10,,
10s157:, RX, AnchorResponse, C, 10, -75
10s189:, TX, Ack, C, 10,,
10s222:, RX, AnchorResponse, A, 10, -80
10s253:, TX, Ack, A, 10,,
11s059:, TX, Ping, 1, 11,,
11s092:, RX, AnchorResponse, B, 11, -62
11s125:, TX, Ack, B, 11,,
11s157:, RX, AnchorResponse, C, 11, -73
11s189:, TX, Ack, C, 11,,
11s222:, RX, AnchorResponse, A, 11, -79
11s253:, TX, Ack, A, 11,,
12s059:, TX, Ping, 1, 12,,
12s092:, RX, AnchorResponse, B, 12, -62
12s125:, TX, Ack, B, 12,,
12s157:, RX, AnchorResponse, C, 12, -72
12s189:, TX, Ack, C, 12,,
12s222:, RX, AnchorResponse, A, 12, -78
12s253:, TX, Ack, A, 12,,
13s059:, TX, Ping, 1, 13,,
13s092:, RX, AnchorResponse, B, 13, -61
13s125:, TX, Ack, B, 13,,
13s157:, RX, AnchorResponse, C, 13, -72
13s189:, TX, Ack, C, 13,,
13s222:, RX, AnchorResponse, A, 13, -79
13s253:, TX, Ack, A, 13,,
14s059:, TX, Ping, 1, 14,,
14s092:, RX, AnchorResponse, B, 14, -61
14s125:, TX, Ack, B, 14,,
14s157:, RX, AnchorResponse, C, 14, -71
14s189:, TX, Ack, C, 14,,
14s222:, RX, AnchorResponse, A, 14, -78
14s253:, TX, Ack, A, 14,,
15s059:, TX, Ping, 1, 15,,
15s092:, RX, AnchorResponse, B, 15, -63
15s125:, TX, Ack, B, 15,,
15s157:, RX, AnchorResponse, C, 15, -71
15s189:, TX, Ack, C, 15,,
15s222:, RX, AnchorResponse, A, 15, -78
15s253:, TX, Ack, A, 15,,
16s059:, TX, Ping, 1, 16,,
16s092:, RX, AnchorResponse, B, 16, -62
16s125:, TX, Ack, B, 16,,
16s157:, RX, AnchorResponse, C, 16, -72
